,code,title,year,ratings_avg,nattions,genres
0,,,,,,
1,,,,,,
2,,,,,,
3,,,,,,
4,,,,,,
5,,,,,,
6,,,,,,
7,,,,,,
8,,,,,,
9,,,,,,
10,,,,,,
11,,,,,,
12,,,,,,
13,,,,,,
14,,,,,,
15,,,,,,
16,,,,,,
17,,,,,,
18,,,,,,
19,,,,,,
20,,,,,,
21,,,,,,
22,,,,,,
23,,,,,,
24,,,,,,
25,,,,,,
26,,,,,,
27,,,,,,
28,,,,,,
29,,,,,,
30,,,,,,
31,,,,,,
32,,,,,,
33,,,,,,
34,,,,,,
35,md76rkk,스파이더맨: 뉴 유니버스,2018.0,8.376914062601951,['미국'],"['애니메이션', '액션', '모험', '코미디', '가족', 'SF']"
36,tPrzOrr,시맨틱 에러,2022.0,8.52872835273307,['한국'],"['로맨스', '드라마', 'BL', 'TV드라마']"
37,tRW0a6P,언내추럴,2018.0,8.618332106445731,['일본'],"['드라마', 'TV드라마']"
38,mLOP7lW,바람,2009.0,7.886674483468104,['한국'],"['드라마', '액션']"
39,mMO2JAO,메멘토,2000.0,8.160310850923484,['미국'],"['미스터리', '스릴러']"
40,mdRL4eL,기생충,2019.0,8.592880850803242,['한국'],['드라마']
41,mOo0PkN,너의 이름은.,2016.0,8.088119986980372,['일본'],"['애니메이션', '드라마', '로맨스']"
42,mdMBlkR,극한직업,2018.0,8.378736660461783,['한국'],['코미디']
43,m5DP0eR,헤어질 결심,2021.0,8.27887604981023,['한국'],"['로맨스', '드라마', '미스터리', '범죄', '스릴러']"
44,md76rkk,스파이더맨: 뉴 유니버스,2018.0,8.376914062601951,['미국'],"['애니메이션', '액션', '모험', '코미디', '가족', 'SF']"
45,tPrzOrr,시맨틱 에러,2022.0,8.52872835273307,['한국'],"['로맨스', '드라마', 'BL', 'TV드라마']"
46,tRW0a6P,언내추럴,2018.0,8.618332106445731,['일본'],"['드라마', 'TV드라마']"
47,mLOP7lW,바람,2009.0,7.886674483468104,['한국'],"['드라마', '액션']"
48,mMO2JAO,메멘토,2000.0,8.160310850923484,['미국'],"['미스터리', '스릴러']"
49,mdRL4eL,기생충,2019.0,8.592880850803242,['한국'],['드라마']
50,mOo0PkN,너의 이름은.,2016.0,8.088119986980372,['일본'],"['애니메이션', '드라마', '로맨스']"
51,mdMBlkR,극한직업,2018.0,8.378736660461783,['한국'],['코미디']
52,m5DP0eR,헤어질 결심,2021.0,8.27887604981023,['한국'],"['로맨스', '드라마', '미스터리', '범죄', '스릴러']"
53,mdRLwlv,컨택트,2016.0,7.928592266337357,['미국'],"['미스터리', 'SF', '스릴러', '드라마']"
54,mWJyZx5,백만엔걸 스즈코,2008.0,7.535778189229979,['일본'],['드라마']
55,tPJ1joR,바라카몬,2014.0,8.242929750052218,['일본'],"['애니메이션', '코미디']"
56,tlLrZk4,스토브리그,2019.0,8.650387412623354,['한국'],"['스포츠', '드라마', 'TV드라마']"
57,tEZAQWd,30살까지 동정이면 마법사가 될 수 있대,2020.0,7.990109601381278,['일본'],"['BL', '판타지', '로맨스', '코미디', 'TV드라마']"
58,mW4LNQP,콜 미 바이 유어 네임,2017.0,7.903078579453251,"['이탈리아', '프랑스', '미국', '브라질']","['드라마', '로맨스']"
59,m5DpxB5,더 울프 오브 월 스트리트,2013.0,7.623645394494141,['미국'],"['전기', '범죄', '드라마']"
60,m5xJngq,아가씨,2016.0,7.702493733648023,['한국'],"['드라마', '로맨스', '스릴러', '시대극']"
61,mWpbblv,"자우림, 더 원더랜드",2022.0,7.8749441715051365,['한국'],['다큐멘터리']
62,tRa3Q0l,오란고교 사교클럽,2006.0,8.67687320650441,['일본'],"['로맨스', '애니메이션']"
63,tRBxA7l,킬링 이브 시즌 1,2018.0,8.491357712552004,"['미국', '영국']","['드라마', '스릴러', 'TV드라마']"
64,tEK2x2l,커피프린스 1호점,2007.0,8.323242538394668,['한국'],"['로맨틱 코미디', 'TV드라마', '드라마']"
65,mOAgnP5,도둑들,2012.0,7.719604180579898,['한국'],"['범죄', '액션', '드라마']"
66,mNdK17W,시간을 달리는 소녀,2006.0,8.249942176759944,['일본'],"['애니메이션', 'SF', '판타지', '로맨스']"
67,mWyJpxy,암살,2015.0,8.006020191696946,['한국'],"['액션', '드라마']"
68,myWqyBW,트와일라잇,2008.0,7.288353003282982,['미국'],"['드라마', '판타지', '로맨스']"
69,tR5Kzqa,야무진 고양이는 오늘도 우울,2023.0,8.604967474866942,['일본'],"['애니메이션', '코미디', '일상']"
70,tE6YLBr,포커 페이스,2023.0,8.42083250348536,['미국'],"['범죄', '드라마', '미스터리', 'TV드라마']"
71,m5XMArN,바닷마을 다이어리,2015.0,7.687134574335579,['일본'],"['가족', '드라마']"
72,m5awavO,황해,2010.0,7.522078320891724,['한국'],"['스릴러', '액션', '범죄']"
73,mdjagwO,친구,2001.0,7.574730911913409,['한국'],"['액션', '범죄']"
74,mOo01Ld,양들의 침묵,1991.0,8.20383811673847,['미국'],"['범죄', '드라마', '스릴러', '공포']"
75,m5XBN4O,미드나잇 인 파리,2011.0,7.902850032098601,"['미국', '스페인', '프랑스']","['코미디', '판타지', '로맨스', '로맨틱 코미디']"
76,tRWm6V6,주술회전 2기: 회옥·옥절,2023.0,8.600177226406734,['일본'],"['애니메이션', '액션', '모험', '판타지', '스릴러']"
77,m5Go91n,극장판 주술회전 0,2021.0,8.098906670892093,['일본'],"['애니메이션', '액션', '모험', '판타지', '스릴러']"
78,myWqxp5,파이트 클럽,1999.0,8.278600366682085,"['미국', '독일', '이탈리아']","['드라마', '액션']"
79,mOPpNlO,비긴 어게인,2013.0,8.258659465239015,['미국'],"['코미디', '드라마', '음악', '로맨스']"
80,tlnN6J1,귀멸의 칼날: 도공 마을편,2023.0,8.85777381407398,['일본'],"['애니메이션', '액션', '판타지', '스릴러']"
81,tR5KzKN,【최애의 아이】,2023.0,8.047426092911769,['일본'],"['애니메이션', '드라마', '미스터리']"
82,tPD9aLl,아따맘마,2002.0,7.941358373873364,['일본'],['애니메이션']
83,mLOPva5,달콤한 인생,2005.0,7.738739316581948,['한국'],"['액션', '범죄', '드라마']"
84,m5ng0DW,블레이드 러너 2049,2017.0,7.490213104228452,"['미국', '영국', '헝가리', '캐나다', '스페인']","['액션', '드라마', '미스터리', 'SF', '스릴러']"
85,m5ZlXxL,나이브스 아웃,2019.0,8.016414400479805,['미국'],"['코미디', '범죄', '드라마', '미스터리', '스릴러']"
86,tEgAwJP,학원 베이비시터즈,2018.0,8.504326468387843,['일본'],"['애니메이션', '키즈']"
87,tPrzdaO,와이 우먼 킬 시즌 1,2019.0,8.746674063800278,['미국'],"['코미디', '범죄', '드라마', 'TV드라마']"
88,mgOA4mW,바스터즈: 거친 녀석들,2009.0,8.1301696489569,"['미국', '독일']","['모험', '드라마', '전쟁']"
89,m6dRLWy,타짜,2006.0,8.332656349259064,['한국'],['드라마']
90,my5Y83d,노팅 힐,1999.0,8.03846029776043,['영국'],"['로맨스', '로맨틱 코미디']"
91,tRbq439,호리미야,2021.0,8.413331876828217,['일본'],"['애니메이션', '로맨틱 코미디', '로맨스', '코미디', '드라마']"
92,tR4JrKo,좋좋소,2021.0,8.304202812965258,['한국'],['드라마']
93,mWyJ9NO,아포칼립토,2006.0,7.405144204386089,"['멕시코', '영국', '미국']","['액션', '모험', '드라마', '스릴러']"
94,m5XK6PL,작은 아씨들,2019.0,7.9728647431256965,['미국'],"['드라마', '로맨스']"
95,tEm9YpW,어쩌다 발견한 하루,2019.0,8.020039927308423,['한국'],"['틴에이저', '로맨스', '코미디', '드라마', 'TV드라마']"
96,mwWLpkW,가타카,1997.0,8.047232466412261,['미국'],"['SF', '드라마', '스릴러']"
97,mW9EZlW,늑대아이,2012.0,7.945826437622145,['일본'],"['판타지', '애니메이션']"
98,mOgBDaW,펄프 픽션,1994.0,8.049692656483371,['미국'],"['범죄', '드라마']"
99,m5X2Mlz,백두산,2019.0,6.8179122748445975,['한국'],"['드라마', '액션', '모험', '재난']"
100,mO2x9k5,어바웃 타임,2013.0,8.598955048973686,['영국'],"['판타지', '드라마', '로맨틱 코미디', '코미디', '로맨스']"
101,mOk6ZMW,오만과 편견,2005.0,7.94156164225897,['영국'],"['로맨스', '드라마']"
102,tlxkZqA,바라카몬,2023.0,8.41614420062696,['일본'],"['코미디', '드라마', 'TV드라마']"
103,tE6YL9K,언데드 걸 머더 파르스,2023.0,8.304107424960506,['일본'],"['애니메이션', '미스터리', '판타지']"
104,tRaDoKq,무직전생Ⅱ ~이세계에 갔으면 최선을 다한다~,2023.0,8.118072289156627,['일본'],"['애니메이션', '판타지', '모험', '코미디']"
105,m5mQ9z5,"광해, 왕이 된 남자",2012.0,7.9623430350378355,['한국'],"['시대극', '드라마', '역사']"
106,mBOk6gW,릴리 슈슈의 모든 것,2001.0,7.484797155416189,['일본'],['드라마']
107,m2WyDM5,에이 아이,2001.0,7.998248324082218,['미국'],"['모험', 'SF', '판타지', '드라마']"
108,m15GvKd,퀸카로 살아남는 법,2004.0,7.483194678500126,"['캐나다', '미국']","['로맨틱 코미디', '코미디']"
109,mWzxxZd,맨 프럼 어스,2007.0,7.831713862249872,['미국'],"['SF', '판타지', '드라마']"
110,tP8Q1zl,지붕 뚫고 하이킥,2009.0,8.27478467705025,['한국'],"['시트콤', '드라마', 'TV드라마']"
111,tEQkV7k,좀100 ~좀비가 되기 전에 하고 싶은 100가지~,2023.0,7.056463595839524,['일본'],"['애니메이션', '액션', '스릴러']"
112,tl9gpqj,사막의 왕,2022.0,6.80439980870397,['한국'],"['판타지', '드라마', 'TV드라마']"
113,mQO8b5R,러브레터,1995.0,8.00171821785885,['일본'],['로맨스']
114,mdj09rW,"장화, 홍련",2003.0,6.681295420071993,['한국'],"['공포', '스릴러']"
115,mOVvDap,원스 어폰 어 타임... 인 할리우드,2019.0,7.388994684462402,"['미국', '영국', '중국']","['코미디', '드라마']"
116,tRw554l,미란다 시즌 1,2009.0,8.476937535375972,['영국'],"['로맨스', '코미디', '시트콤', 'TV드라마']"
117,m5GXz42,라라랜드,2016.0,8.283613049734607,['미국'],"['코미디', '드라마', '음악', '뮤지컬', '로맨스']"
118,mYdEnE5,캐치 미 이프 유 캔,2002.0,8.160690737833596,"['미국', '캐나다']","['범죄', '드라마', '코미디']"
119,md7ZopO,2012,2009.0,6.838397222095308,['미국'],"['재난', '액션', '모험', 'SF']"
120,mWJy7M5,악마를 보았다,2010.0,7.55562222429268,['한국'],"['공포', '범죄', '스릴러']"
121,m85X9LW,이터널 선샤인,2004.0,8.315214865476186,['미국'],"['드라마', '로맨스', 'SF']"
122,m5nQ7nd,데어 윌 비 블러드,2007.0,8.261405858056241,['미국'],['드라마']
123,m5m14vD,시카리오: 암살자의 도시,2015.0,7.754220116722078,"['미국', '멕시코', '홍콩']","['액션', '범죄', '드라마', '미스터리', '스릴러']"
124,m5xJLaO,셔터 아일랜드,2010.0,7.766881417656083,['미국'],"['미스터리', '스릴러']"
125,tlObYNX,이직의 마왕님,2023.0,7.413173652694611,['일본'],"['드라마', 'TV드라마']"
126,m5Xxqp5,호빗 : 뜻밖의 여정,2012.0,7.62282066101502,"['뉴질랜드', '미국']","['모험', '판타지']"
127,mW4a6gO,로리타,1997.0,6.411619732216912,"['프랑스', '미국']","['드라마', '로맨스']"
128,m5nwoZ9,날씨의 아이,2019.0,7.667216655495019,['일본'],"['애니메이션', '드라마', '판타지', '로맨스']"
129,tR4JKw5,"최고의 교사: 1년 후, 나는 학생에게 ■당했다",2023.0,7.476580796252928,['일본'],"['미스터리', '스릴러', '드라마', 'TV드라마']"
130,m5XMJ1W,노인을 위한 나라는 없다,2007.0,7.994531778005986,['미국'],"['범죄', '드라마', '스릴러']"
131,mdBzraD,마스터,2016.0,7.120840615188587,['한국'],"['범죄', '스릴러', '액션']"
132,mOkB6jW,월드워Z,2013.0,7.61650110464708,"['미국', '영국', '몰타']","['액션', '모험', '공포', 'SF', '스릴러']"
133,tEK2B2l,태양의 후예,2016.0,8.181771969622964,['한국'],"['액션', '로맨스', '드라마', 'TV드라마']"
134,tlGNBv7,스파이 패밀리,2022.0,8.400303132367801,['일본'],"['애니메이션', '액션', '코미디', '드라마', '로맨틱 코미디']"
135,mdRLLbb,더 랍스터,2015.0,7.430439136900246,"['아일랜드', '영국', '그리스', '프랑스', '네덜란드', '미국']","['코미디', '드라마', '로맨스', 'SF', '스릴러']"
136,m5eJwn9,유전,2018.0,7.1192558772701355,['미국'],"['드라마', '공포', '미스터리', '스릴러']"
137,mdEwqpW,아키라,1988.0,7.723534928750794,['일본'],"['애니메이션', 'SF', '액션']"
138,mW4YZko,미드웨이,2019.0,7.666401155898044,"['미국', '캐나다']","['액션', '모험', '드라마', '역사', '전쟁']"
139,mNdKged,중경삼림 리마스터링,1994.0,8.056306859178921,['홍콩'],"['범죄', '드라마', '미스터리', '로맨스', '코미디']"
140,mWyzmNO,그녀,2013.0,7.871976189049359,['미국'],"['드라마', '로맨스', 'SF']"
141,tR72Ljk,브러쉬 업 라이프,2023.0,9.069015775034293,['일본'],"['드라마', '코미디', '판타지', 'TV드라마']"
142,tE1KpWP,헌터X헌터 Part 1,2011.0,8.577986928940094,['일본'],"['애니메이션', '액션', '판타지', '모험']"
143,mObGGj7,베테랑,2014.0,8.026258924031751,['한국'],"['액션', '드라마', '범죄']"
144,mdjal9O,박쥐,2009.0,6.732849639815456,['한국'],"['로맨스', '스릴러']"
145,mOAwoP5,미션 임파서블 : 고스트 프로토콜,2011.0,7.806372321863906,['미국'],"['액션', '모험', '스릴러']"
146,mOoJKyW,미션 임파서블: 로그네이션,2015.0,7.611948914793846,"['미국', '중국', '홍콩', '오스트리아', '영국', '모로코']","['액션', '모험', '스릴러']"
147,mJO1n8d,마이너리티 리포트,2002.0,7.957953036565837,['미국'],"['액션', '범죄', '미스터리', 'SF', '스릴러']"
148,mLOPKgW,트루먼 쇼,1998.0,8.51843903288854,['미국'],"['코미디', '드라마']"
149,mqW9aeW,빅 피쉬,2003.0,7.792231921908124,['미국'],"['모험', '판타지', '드라마']"
150,tRN1ZdE,수수하지만 굉장해! 교열걸 코노 에츠코 시즌 1,2016.0,8.112287034940257,['일본'],"['드라마', 'TV드라마']"
151,m5mGVzO,타짜 - 신의 손,2014.0,6.544621779367677,['한국'],['드라마']
152,m1WwY4d,시네마 천국,1988.0,8.55551154069614,"['이탈리아', '프랑스']",['드라마']
153,mW9p9DZ,연애 빠진 로맨스,2021.0,6.909854809828921,['한국'],"['로맨스', '코미디']"
154,mdKBMrJ,겟 아웃,2017.0,7.61193282951474,"['미국', '일본']","['공포', '미스터리', '스릴러', '드라마']"
155,mOgBjN9,카메라를 멈추면 안 돼!,2017.0,7.5012633110655464,['일본'],"['공포', '코미디', '드라마']"
156,mjO0zL5,대부,1972.0,8.55241220121707,['미국'],"['범죄', '드라마']"
157,tEKzxg5,며느라기 2…ing,2022.0,8.365693130399013,['한국'],"['드라마', 'TV드라마']"
158,tR5799l,퐁당퐁당 LOVE,2015.0,8.287483330615064,['한국'],"['드라마', '로맨스', '코미디', '판타지', '시대극', 'TV드라마']"
159,m5nQDa3,청년경찰,2017.0,7.693978134338892,['한국'],['액션']
160,mY5QnJW,올드보이,2003.0,8.223356441393062,['한국'],"['드라마', '범죄', '미스터리', '스릴러']"
161,mOoepm5,호빗: 스마우그의 폐허,2013.0,7.713475295569378,"['뉴질랜드', '미국']","['모험', '판타지']"
162,mWy1eyW,밀레니엄 : 여자를 증오한 남자들,2011.0,7.156014102032351,"['미국', '스웨덴', '노르웨이']","['범죄', '드라마', '미스터리', '스릴러']"
163,tlAngGW,터무니없는 스킬로 이세계 방랑 밥,2023.0,8.56232105363619,['일본'],"['애니메이션', '판타지', '모험']"
164,mWpmYgO,뉴 문,2009.0,6.741214723037351,['미국'],"['모험', '드라마', '판타지', '로맨스']"
165,m5DGE4B,검사외전,2015.0,7.424432426602571,['한국'],"['드라마', '액션', '코미디', '범죄']"
166,my5YK3O,화양연화 리마스터링,2000.0,8.097090347897277,"['홍콩', '중국']","['드라마', '로맨스']"
167,m5rQwBD,곤지암,2017.0,6.055979726648513,['한국'],"['공포', '스릴러', '미스터리']"
168,mOo0DqZ,남한산성,2017.0,7.309368777485545,['한국'],"['드라마', '시대극', '전쟁', '액션', '역사']"
169,mWwBw83,그것만이 내 세상,2017.0,7.534603919562967,['한국'],"['드라마', '코미디', '가족']"
170,tRp4vN6,스킵과 로퍼,2023.0,8.87375873482898,['일본'],"['애니메이션', '로맨스']"
171,mdErj22,엑시트,2019.0,7.979415181241834,['한국'],"['코미디', '액션', '재난', '가족']"
172,moW4XlW,쉰들러 리스트,1993.0,8.394381874419185,['미국'],"['전기', '드라마', '역사', '전쟁']"
173,mO2MKGW,터미널,2004.0,7.909847183029788,['미국'],"['코미디', '드라마', '로맨스']"
174,mOgmjY5,관상,2013.0,7.370676916959731,['한국'],"['드라마', '시대극', '역사']"
175,tl9gDDb,호심,2023.0,8.28159645232816,['중국'],"['판타지', '드라마', 'TV드라마']"
176,mM5r8jO,더 문,2009.0,7.41756557979897,"['영국', '미국']","['드라마', '미스터리', 'SF']"
177,mdEw9nb,위플래쉬,2014.0,8.111353872762342,['미국'],"['드라마', '음악']"
178,m5ZXYKL,그레이의 50가지 그림자,2015.0,6.005543092260797,['미국'],"['드라마', '로맨스', '스릴러']"
179,mdjawmz,서치,2018.0,7.758211819160545,"['미국', '러시아']","['드라마', '미스터리', '스릴러']"
180,m5rgjEW,오블리비언,2013.0,6.925566938902552,['미국'],"['액션', '모험', 'SF']"
181,m5eJ1wR,아이 캔 스피크,2017.0,7.888546770568948,['한국'],['드라마']
182,tPVd37N,수업중입니다 2,2023.0,8.1625,['한국'],"['드라마', '로맨스', 'BL', 'TV드라마']"
183,mVWzB0W,오페라의 유령,2004.0,7.621453871179064,"['영국', '미국']","['로맨스', '뮤지컬', '음악', '드라마']"
184,m5Qq28G,스파이더맨: 홈커밍,2017.0,8.269783627560749,['미국'],"['액션', '모험', 'SF']"
185,m6dRKb5,아이덴티티,2003.0,8.076424277858933,['미국'],"['공포', '스릴러']"
186,m9dBPzW,해리가 샐리를 만났을 때,1989.0,7.774923758118644,['미국'],"['코미디', '드라마', '로맨스', '로맨틱 코미디']"
187,m5XMP4W,디센트,2005.0,6.596411259839018,['영국'],"['모험', '공포', '스릴러']"
188,mWv1lb5,범죄와의 전쟁 : 나쁜놈들 전성시대,2012.0,8.054031524238987,['한국'],"['액션', '범죄', '드라마']"
189,my5Yqj5,원스 어폰 어 타임 인 아메리카,1984.0,8.094108633281168,"['이탈리아', '미국']","['범죄', '드라마']"
190,mOVvJrq,미 비포 유,2016.0,7.866578915878904,"['영국', '미국']","['드라마', '로맨스']"
191,tPrz9Zw,하이큐!! TO THE TOP,2020.0,9.259550356424786,['일본'],"['애니메이션', '코미디', '드라마', '스포츠']"
192,mdEw3GE,동급생,2016.0,8.570445797807551,['일본'],"['애니메이션', '드라마', '로맨스', 'BL']"
193,mOgB6YW,스크림,1996.0,6.873551963048499,['미국'],"['공포', '미스터리']"
194,mY5QaG5,미션 임파서블,1996.0,8.079520422498137,['미국'],"['액션', '모험', '스릴러']"
195,tPDOwA1,문호 스트레이독스 5기,2023.0,8.922048997772828,['일본'],"['애니메이션', '액션', '코미디', '범죄', '판타지', '미스터리']"
196,mdKy7RW,장고: 분노의 추적자,2012.0,7.860774869430937,['미국'],"['드라마', '서부극']"
197,mdBzxzd,12명의 성난 사람들,1957.0,8.54487035693079,['미국'],"['범죄', '드라마']"
198,m5m1YNG,완벽한 타인,2018.0,7.642064431361143,['한국'],"['코미디', '드라마']"
199,mOb4jX5,썸머워즈,2009.0,7.530358269648741,['일본'],"['애니메이션', 'SF', '모험']"
200,mQO8625,김씨 표류기,2009.0,6.953081872865928,['한국'],"['드라마', '로맨스', '코미디']"
201,m5QqX75,크로우즈 제로,2007.0,7.1097310338665,['일본'],"['스릴러', '틴에이저', '액션']"
202,mdjwRKw,말모이,2018.0,7.564131980625826,['한국'],['드라마']
203,mdMgAmm,나를 찾아줘,2014.0,7.865403656821378,['미국'],"['드라마', '미스터리', '스릴러']"
204,m5YKE2j,미드소마,2019.0,6.777203193825152,"['미국', '스웨덴', '헝가리']","['드라마', '공포', '미스터리', '스릴러']"
205,mWwBMP3,불한당: 나쁜 놈들의 세상,2016.0,7.586643032597072,['한국'],"['범죄', '액션', '드라마']"
206,tPJZKMp,"이쪽을 봐줘, 무카이군",2023.0,7.910621761658031,['일본'],"['로맨스', '코미디', '로맨틱 코미디', 'TV드라마']"
207,mW4Gpo5,브레이킹 던 part1,2011.0,7.269899768327314,['미국'],"['모험', '드라마', '판타지', '로맨스', '스릴러']"
208,m5DEeQW,브레이킹 던 part2,2012.0,7.312304010756783,['미국'],"['모험', '드라마', '판타지', '로맨스']"
209,m5rwLXm,타짜: 원 아이드 잭,2019.0,5.629606351730949,['한국'],"['범죄', '드라마']"
210,tEZAgkK,VIVANT,2023.0,7.257178526841448,['일본'],"['드라마', 'TV드라마']"
211,mO8KzlX,싱 스트리트,2016.0,7.934224017604943,"['아일랜드', '영국']","['코미디', '드라마', '음악', '로맨스']"
212,mO02n15,설국열차,2013.0,7.5215732558366915,['한국'],"['액션', 'SF', '스릴러', '모험', '드라마']"
213,mObMNNW,인 타임,2011.0,7.144774564034016,['미국'],"['액션', 'SF', '스릴러']"
214,tEg84eR,원펀맨,2015.0,8.42673396698551,['일본'],"['코미디', '애니메이션', '액션']"
215,tRXNpDl,나츠메 우인장 1기,2008.0,8.417498442257727,['일본'],['애니메이션']
216,m5aVQDW,미녀는 괴로워,2006.0,6.927979034715885,['한국'],"['코미디', '드라마']"
217,mW9GGZd,최종병기 활,2011.0,7.115286295956191,['한국'],"['시대극', '액션', '전쟁']"
218,tlGmjZR,거침없이 하이킥,2006.0,8.539600674054027,['한국'],"['가족', '코미디', '시트콤', '드라마', 'TV드라마']"
219,m5x1Mex,소년시절의 너,2019.0,8.258308561236623,"['중국', '홍콩']","['범죄', '가족', '드라마', '로맨스']"
220,m5rboD5,마스터,2012.0,7.628145256848121,['미국'],['드라마']
221,mV53xjW,존 말코비치 되기,1999.0,7.714929151461354,['미국'],"['드라마', '코미디', '판타지']"
222,mWyJ9zN,이스케이프 룸,2019.0,7.0353071654794705,"['미국', '남아프리카 공화국']","['액션', '모험', '공포', '미스터리', '스릴러']"
223,mWyaxex,타오르는 여인의 초상,2019.0,8.036736142238158,['프랑스'],"['드라마', '로맨스']"
224,m6dRLLW,"색, 계",2007.0,7.311009650688699,"['미국', '중국', '대만']","['드라마', '역사', '로맨스', '스릴러', '전쟁']"
225,mWqJ94B,헤이트풀8,2015.0,7.713671453560842,['미국'],"['액션', '스릴러', '서부극', '범죄']"
226,mdRL9gW,친절한 금자씨,2005.0,7.457629730983667,['한국'],"['드라마', '스릴러', '범죄']"
227,mdjlyzW,은밀하게 위대하게,2013.0,6.867224585857239,['한국'],"['액션', '드라마', '코미디']"
228,mWvkVDZ,오베라는 남자,2015.0,7.695898701451319,['스웨덴'],"['코미디', '드라마', '로맨스']"
229,m5ZXrxO,아저씨,2010.0,7.875819735060512,['한국'],"['드라마', '액션', '범죄']"
230,mYdE4GO,라이언 일병 구하기,1998.0,8.325241400151507,['미국'],"['전쟁', '액션', '드라마']"
231,m5ZlbBL,시맨틱 에러: 더 무비,2022.0,8.390684011749896,['한국'],"['로맨스', 'BL']"
232,m533Z8p,탐정 : 더 비기닝,2015.0,6.966608564404808,['한국'],"['미스터리', '드라마', '코미디', '범죄', '스릴러']"
233,mAd7vBO,아기공룡 둘리: 얼음별 대모험 리마스터링,1996.0,7.578338145652872,['한국'],"['애니메이션', '코미디', '가족', 'SF', '모험']"
234,tRzL165,약속의 네버랜드,2019.0,8.457581711019825,['일본'],"['애니메이션', '판타지', '공포', '미스터리', 'SF', '스릴러']"
235,md7Y8Z8,드라이브 마이 카,2021.0,8.021170962077942,['일본'],['드라마']
236,m5Go0qr,폴: 600미터,2022.0,6.409477636769808,['미국'],['스릴러']
237,mW428nl,애프터 양,2021.0,7.9667588761116575,['미국'],"['SF', '드라마']"
238,mOkzRgW,큐어,1997.0,7.998378531760509,['일본'],"['스릴러', '미스터리']"
239,tR7BLnE,오피스 시즌 1,2005.0,8.059451031879538,['미국'],"['코미디', '시트콤', 'TV드라마']"
240,tPJZ6jo,체인소 맨,2022.0,8.18555453559209,['일본'],"['애니메이션', '액션', '판타지']"
241,tR5KZqL,미스터리라 하지 말지어다,2022.0,8.58076950031537,['일본'],"['미스터리', 'TV드라마']"
242,mWw3EXX,애프터썬,2022.0,7.9164329594017095,"['영국', '미국']",['드라마']
243,mWpbEqM,내부자들: 디 오리지널,2015.0,8.013456544467303,['한국'],"['범죄', '드라마']"
244,mWyaQ4V,명탐정 코난: 진홍의 수학여행,2020.0,8.042306072094842,['일본'],['애니메이션']
245,tEZAY0d,새빛남고 학생회,2021.0,8.441830958422798,['한국'],"['틴에이저', 'BL', '로맨스', '드라마', 'TV드라마']"
246,tlGNQ2B,나기의 휴식,2019.0,7.987924467136721,['일본'],"['코미디', '드라마', '로맨스', 'TV드라마']"
247,tRMxXgn,천관사복,2020.0,9.076079778100647,['중국'],"['애니메이션', '액션', '모험', '판타지', '드라마', '로맨스', 'BL']"
248,mOkLpok,지저귀는 새는 날지 않는다,2020.0,7.891309535985817,['일본'],"['애니메이션', '범죄', '드라마', '로맨스', 'BL']"
249,m5rQw27,팬텀 스레드,2017.0,8.129461536401854,"['미국', '영국']","['드라마', '로맨스']"
250,tR57N1l,99.9 ~형사 전문 변호사~ 시즌 1,2016.0,8.232634457611669,['일본'],"['드라마', '범죄', 'TV드라마']"
251,tR5wkZl,한니발 시즌 1: 완전판,2013.0,8.129277847586666,['미국'],"['범죄', '드라마', '공포', '미스터리', '스릴러', 'TV드라마']"
252,tEm9KLB,안기고 싶은 남자 1위에게 협박 당하고 있습니다,2018.0,8.264820617765556,['일본'],"['애니메이션', '로맨스', 'BL', '드라마']"
253,m5NVM3E,물에 빠진 나이프,2016.0,6.922829454285488,['일본'],"['드라마', '로맨스']"
254,tRwGxbD,콩트가 시작된다,2021.0,8.766408813877169,['일본'],"['드라마', 'TV드라마']"
255,m5mY8q3,미드소마 감독판,2019.0,7.236250283954668,['미국'],"['드라마', '공포', '미스터리', '스릴러']"
256,tlLmw4E,보석의 나라,2017.0,7.935343228200371,['일본'],"['애니메이션', '액션']"
257,mOl4QPN,분노,2016.0,7.543302146695399,['일본'],"['미스터리', '드라마']"
258,tE3ADW1,최애,2021.0,8.473126890905855,['일본'],"['스릴러', '로맨스', '드라마', 'TV드라마']"
259,tEQkYXw,전생했더니 슬라임이었던 건에 대하여 2기,2021.0,8.871573571243859,['일본'],"['애니메이션', '액션', '모험', '코미디', '판타지']"
260,md7YyKB,나의 별에게,2021.0,8.266510538641686,['한국'],"['로맨스', 'BL']"
261,tRB6xAw,외톨이 THE ROCK!,2022.0,8.593089221248066,['일본'],"['애니메이션', '음악', '일상']"
262,tR2ezDD,명탐정 코난 18기,2019.0,8.913132777576417,['일본'],"['애니메이션', '액션', '모험', '코미디', '범죄', '드라마', '미스터리', '로맨스', '스릴러']"
263,mWLyRyr,로스트 도터,2021.0,7.126874553677696,"['미국', '영국', '이스라엘']",['드라마']
264,tlObGeB,올드 패션 컵케이크,2022.0,8.368842513952924,['일본'],"['로맨스', 'BL', 'TV드라마']"
265,mWpRnKd,오디션,2000.0,6.725422427035331,['일본'],"['공포', '미스터리']"
266,m5Z391L,9명의 번역가,2019.0,6.802749071937393,"['프랑스', '벨기에']","['미스터리', '스릴러']"
267,tEm9oQr,니시아적영요: 너는 나의 영광,2021.0,8.715490694872138,['중국'],"['로맨스', '드라마', 'TV드라마']"
